category,name,nameZh,nickname,description,descriptionZh,super,property,supersededBy,domain,range,inverseOf,schemaUrl
class,Embassy,大使馆,diplomatic mission,An embassy.,大使馆，是一国在建交国首都派驻的常设外交代表机关。,http://kgs.mykg.ai/GovernmentBuilding,"http://kgs.mykg.ai/additionalProperty, http://kgs.mykg.ai/additionalType, http://kgs.mykg.ai/address, http://kgs.mykg.ai/aggregateRating, http://kgs.mykg.ai/alternateName, http://kgs.mykg.ai/amenityFeature, http://kgs.mykg.ai/branchCode, http://kgs.mykg.ai/containedIn, http://kgs.mykg.ai/containedInPlace, http://kgs.mykg.ai/containsPlace, http://kgs.mykg.ai/description, http://kgs.mykg.ai/disambiguatingDescription, http://kgs.mykg.ai/event, http://kgs.mykg.ai/events, http://kgs.mykg.ai/faxNumber, http://kgs.mykg.ai/geo, http://kgs.mykg.ai/geoContains, http://kgs.mykg.ai/geoCoveredBy, http://kgs.mykg.ai/geoCovers, http://kgs.mykg.ai/geoCrosses, http://kgs.mykg.ai/geoDisjoint, http://kgs.mykg.ai/geoEquals, http://kgs.mykg.ai/geoIntersects, http://kgs.mykg.ai/geoOverlaps, http://kgs.mykg.ai/geoTouches, http://kgs.mykg.ai/geoWithin, http://kgs.mykg.ai/globalLocationNumber, http://kgs.mykg.ai/hasMap, http://kgs.mykg.ai/identifier, http://kgs.mykg.ai/image, http://kgs.mykg.ai/isAccessibleForFree, http://kgs.mykg.ai/isicV4, http://kgs.mykg.ai/logo, http://kgs.mykg.ai/mainEntityOfPage, http://kgs.mykg.ai/map, http://kgs.mykg.ai/maps, http://kgs.mykg.ai/maximumAttendeeCapacity, http://kgs.mykg.ai/name, http://kgs.mykg.ai/openingHours, http://kgs.mykg.ai/openingHoursSpecification, http://kgs.mykg.ai/photo, http://kgs.mykg.ai/photos, http://kgs.mykg.ai/potentialAction, http://kgs.mykg.ai/publicAccess, http://kgs.mykg.ai/review, http://kgs.mykg.ai/reviews, http://kgs.mykg.ai/sameAs, http://kgs.mykg.ai/slogan, http://kgs.mykg.ai/smokingAllowed, http://kgs.mykg.ai/specialOpeningHoursSpecification, http://kgs.mykg.ai/subjectOf, http://kgs.mykg.ai/telephone, http://kgs.mykg.ai/url",,,,,http://schema.org/Embassy
class,EmergencyService,应急公共服务,,"An emergency service, such as a fire station or ER.",应急公共服务，如消防站或ER。,http://kgs.mykg.ai/LocalBusiness,"http://kgs.mykg.ai/additionalProperty, http://kgs.mykg.ai/additionalType, http://kgs.mykg.ai/address, http://kgs.mykg.ai/aggregateRating, http://kgs.mykg.ai/alternateName, http://kgs.mykg.ai/alumni, http://kgs.mykg.ai/amenityFeature, http://kgs.mykg.ai/areaServed, http://kgs.mykg.ai/award, http://kgs.mykg.ai/awards, http://kgs.mykg.ai/branchCode, http://kgs.mykg.ai/branchOf, http://kgs.mykg.ai/brand, http://kgs.mykg.ai/contactPoint, http://kgs.mykg.ai/contactPoints, http://kgs.mykg.ai/containedIn, http://kgs.mykg.ai/containedInPlace, http://kgs.mykg.ai/containsPlace, http://kgs.mykg.ai/currenciesAccepted, http://kgs.mykg.ai/department, http://kgs.mykg.ai/description, http://kgs.mykg.ai/disambiguatingDescription, http://kgs.mykg.ai/dissolutionDate, http://kgs.mykg.ai/duns, http://kgs.mykg.ai/email, http://kgs.mykg.ai/employee, http://kgs.mykg.ai/employees, http://kgs.mykg.ai/event, http://kgs.mykg.ai/events, http://kgs.mykg.ai/faxNumber, http://kgs.mykg.ai/founder, http://kgs.mykg.ai/founders, http://kgs.mykg.ai/foundingDate, http://kgs.mykg.ai/foundingLocation, http://kgs.mykg.ai/funder, http://kgs.mykg.ai/geo, http://kgs.mykg.ai/geoContains, http://kgs.mykg.ai/geoCoveredBy, http://kgs.mykg.ai/geoCovers, http://kgs.mykg.ai/geoCrosses, http://kgs.mykg.ai/geoDisjoint, http://kgs.mykg.ai/geoEquals, http://kgs.mykg.ai/geoIntersects, http://kgs.mykg.ai/geoOverlaps, http://kgs.mykg.ai/geoTouches, http://kgs.mykg.ai/geoWithin, http://kgs.mykg.ai/globalLocationNumber, http://kgs.mykg.ai/hasMap, http://kgs.mykg.ai/hasOfferCatalog, http://kgs.mykg.ai/hasPOS, http://kgs.mykg.ai/identifier, http://kgs.mykg.ai/image, http://kgs.mykg.ai/isAccessibleForFree, http://kgs.mykg.ai/isicV4, http://kgs.mykg.ai/legalName, http://kgs.mykg.ai/leiCode, http://kgs.mykg.ai/location, http://kgs.mykg.ai/logo, http://kgs.mykg.ai/mainEntityOfPage, http://kgs.mykg.ai/makesOffer, http://kgs.mykg.ai/map, http://kgs.mykg.ai/maps, http://kgs.mykg.ai/maximumAttendeeCapacity, http://kgs.mykg.ai/member, http://kgs.mykg.ai/memberOf, http://kgs.mykg.ai/members, http://kgs.mykg.ai/naics, http://kgs.mykg.ai/name, http://kgs.mykg.ai/numberOfEmployees, http://kgs.mykg.ai/openingHours, http://kgs.mykg.ai/openingHoursSpecification, http://kgs.mykg.ai/owns, http://kgs.mykg.ai/parentOrganization, http://kgs.mykg.ai/paymentAccepted, http://kgs.mykg.ai/photo, http://kgs.mykg.ai/photos, http://kgs.mykg.ai/potentialAction, http://kgs.mykg.ai/priceRange, http://kgs.mykg.ai/publicAccess, http://kgs.mykg.ai/publishingPrinciples, http://kgs.mykg.ai/review, http://kgs.mykg.ai/reviews, http://kgs.mykg.ai/sameAs, http://kgs.mykg.ai/seeks, http://kgs.mykg.ai/serviceArea, http://kgs.mykg.ai/slogan, http://kgs.mykg.ai/smokingAllowed, http://kgs.mykg.ai/specialOpeningHoursSpecification, http://kgs.mykg.ai/sponsor, http://kgs.mykg.ai/subOrganization, http://kgs.mykg.ai/subjectOf, http://kgs.mykg.ai/taxID, http://kgs.mykg.ai/telephone, http://kgs.mykg.ai/url, http://kgs.mykg.ai/vatID",,,,,http://schema.org/EmergencyService
class,EmployeeRole,雇员角色,,A subclass of OrganizationRole used to describe employee relationships.,OrganizationRole的子类，描述雇员关系。,http://kgs.mykg.ai/OrganizationRole,"http://kgs.mykg.ai/additionalType, http://kgs.mykg.ai/alternateName, http://kgs.mykg.ai/baseSalary, http://kgs.mykg.ai/description, http://kgs.mykg.ai/disambiguatingDescription, http://kgs.mykg.ai/endDate, http://kgs.mykg.ai/identifier, http://kgs.mykg.ai/image, http://kgs.mykg.ai/mainEntityOfPage, http://kgs.mykg.ai/name, http://kgs.mykg.ai/namedPosition, http://kgs.mykg.ai/numberedPosition, http://kgs.mykg.ai/potentialAction, http://kgs.mykg.ai/roleName, http://kgs.mykg.ai/salaryCurrency, http://kgs.mykg.ai/sameAs, http://kgs.mykg.ai/startDate, http://kgs.mykg.ai/subjectOf, http://kgs.mykg.ai/url",,,,,http://schema.org/EmployeeRole
class,EmployerAggregateRating,,,An aggregate rating of an Organization related to its role as an employer.,,http://kgs.mykg.ai/AggregateRating,"http://kgs.mykg.ai/additionalType, http://kgs.mykg.ai/alternateName, http://kgs.mykg.ai/author, http://kgs.mykg.ai/bestRating, http://kgs.mykg.ai/description, http://kgs.mykg.ai/disambiguatingDescription, http://kgs.mykg.ai/identifier, http://kgs.mykg.ai/image, http://kgs.mykg.ai/itemReviewed, http://kgs.mykg.ai/mainEntityOfPage, http://kgs.mykg.ai/name, http://kgs.mykg.ai/potentialAction, http://kgs.mykg.ai/ratingCount, http://kgs.mykg.ai/ratingValue, http://kgs.mykg.ai/reviewAspect, http://kgs.mykg.ai/reviewCount, http://kgs.mykg.ai/sameAs, http://kgs.mykg.ai/subjectOf, http://kgs.mykg.ai/url, http://kgs.mykg.ai/worstRating",,,,,http://schema.org/EmployerAggregateRating
class,EmploymentAgency,职业介绍所,人力中介,An employment agency.,职业介绍所,http://kgs.mykg.ai/LocalBusiness,"http://kgs.mykg.ai/additionalProperty, http://kgs.mykg.ai/additionalType, http://kgs.mykg.ai/address, http://kgs.mykg.ai/aggregateRating, http://kgs.mykg.ai/alternateName, http://kgs.mykg.ai/alumni, http://kgs.mykg.ai/amenityFeature, http://kgs.mykg.ai/areaServed, http://kgs.mykg.ai/award, http://kgs.mykg.ai/awards, http://kgs.mykg.ai/branchCode, http://kgs.mykg.ai/branchOf, http://kgs.mykg.ai/brand, http://kgs.mykg.ai/contactPoint, http://kgs.mykg.ai/contactPoints, http://kgs.mykg.ai/containedIn, http://kgs.mykg.ai/containedInPlace, http://kgs.mykg.ai/containsPlace, http://kgs.mykg.ai/currenciesAccepted, http://kgs.mykg.ai/department, http://kgs.mykg.ai/description, http://kgs.mykg.ai/disambiguatingDescription, http://kgs.mykg.ai/dissolutionDate, http://kgs.mykg.ai/duns, http://kgs.mykg.ai/email, http://kgs.mykg.ai/employee, http://kgs.mykg.ai/employees, http://kgs.mykg.ai/event, http://kgs.mykg.ai/events, http://kgs.mykg.ai/faxNumber, http://kgs.mykg.ai/founder, http://kgs.mykg.ai/founders, http://kgs.mykg.ai/foundingDate, http://kgs.mykg.ai/foundingLocation, http://kgs.mykg.ai/funder, http://kgs.mykg.ai/geo, http://kgs.mykg.ai/geoContains, http://kgs.mykg.ai/geoCoveredBy, http://kgs.mykg.ai/geoCovers, http://kgs.mykg.ai/geoCrosses, http://kgs.mykg.ai/geoDisjoint, http://kgs.mykg.ai/geoEquals, http://kgs.mykg.ai/geoIntersects, http://kgs.mykg.ai/geoOverlaps, http://kgs.mykg.ai/geoTouches, http://kgs.mykg.ai/geoWithin, http://kgs.mykg.ai/globalLocationNumber, http://kgs.mykg.ai/hasMap, http://kgs.mykg.ai/hasOfferCatalog, http://kgs.mykg.ai/hasPOS, http://kgs.mykg.ai/identifier, http://kgs.mykg.ai/image, http://kgs.mykg.ai/isAccessibleForFree, http://kgs.mykg.ai/isicV4, http://kgs.mykg.ai/legalName, http://kgs.mykg.ai/leiCode, http://kgs.mykg.ai/location, http://kgs.mykg.ai/logo, http://kgs.mykg.ai/mainEntityOfPage, http://kgs.mykg.ai/makesOffer, http://kgs.mykg.ai/map, http://kgs.mykg.ai/maps, http://kgs.mykg.ai/maximumAttendeeCapacity, http://kgs.mykg.ai/member, http://kgs.mykg.ai/memberOf, http://kgs.mykg.ai/members, http://kgs.mykg.ai/naics, http://kgs.mykg.ai/name, http://kgs.mykg.ai/numberOfEmployees, http://kgs.mykg.ai/openingHours, http://kgs.mykg.ai/openingHoursSpecification, http://kgs.mykg.ai/owns, http://kgs.mykg.ai/parentOrganization, http://kgs.mykg.ai/paymentAccepted, http://kgs.mykg.ai/photo, http://kgs.mykg.ai/photos, http://kgs.mykg.ai/potentialAction, http://kgs.mykg.ai/priceRange, http://kgs.mykg.ai/publicAccess, http://kgs.mykg.ai/publishingPrinciples, http://kgs.mykg.ai/review, http://kgs.mykg.ai/reviews, http://kgs.mykg.ai/sameAs, http://kgs.mykg.ai/seeks, http://kgs.mykg.ai/serviceArea, http://kgs.mykg.ai/slogan, http://kgs.mykg.ai/smokingAllowed, http://kgs.mykg.ai/specialOpeningHoursSpecification, http://kgs.mykg.ai/sponsor, http://kgs.mykg.ai/subOrganization, http://kgs.mykg.ai/subjectOf, http://kgs.mykg.ai/taxID, http://kgs.mykg.ai/telephone, http://kgs.mykg.ai/url, http://kgs.mykg.ai/vatID",,,,,http://schema.org/EmploymentAgency
class,EndorseAction,动作：背书支持,,An agent approves/certifies/likes/supports/sanction an object.,赞成/授权/喜欢/支持某一对象,http://kgs.mykg.ai/ReactAction,"http://kgs.mykg.ai/actionStatus, http://kgs.mykg.ai/additionalType, http://kgs.mykg.ai/agent, http://kgs.mykg.ai/alternateName, http://kgs.mykg.ai/description, http://kgs.mykg.ai/disambiguatingDescription, http://kgs.mykg.ai/endTime, http://kgs.mykg.ai/endorsee, http://kgs.mykg.ai/error, http://kgs.mykg.ai/identifier, http://kgs.mykg.ai/image, http://kgs.mykg.ai/instrument, http://kgs.mykg.ai/location, http://kgs.mykg.ai/mainEntityOfPage, http://kgs.mykg.ai/name, http://kgs.mykg.ai/object, http://kgs.mykg.ai/participant, http://kgs.mykg.ai/potentialAction, http://kgs.mykg.ai/result, http://kgs.mykg.ai/sameAs, http://kgs.mykg.ai/startTime, http://kgs.mykg.ai/subjectOf, http://kgs.mykg.ai/target, http://kgs.mykg.ai/url",,,,,http://schema.org/EndorseAction
class,EndorsementRating,,,"An EndorsementRating is a rating that expresses some level of endorsement, for example inclusion in a ""critic's pick"" blog, a""Like"" or ""+1"" on a social network. It can be considered the <a class=""localLink"" href=""http://schema.org/result"">result</a> of an <a class=""localLink"" href=""http://schema.org/EndorseAction"">EndorseAction</a> in which the <a class=""localLink"" href=""http://schema.org/object"">object</a> of the action is rated positively bysome <a class=""localLink"" href=""http://schema.org/agent"">agent</a>. As is common elsewhere in schema.org, it is sometimes more useful to describe the results of such an action without explicitly describing the <a class=""localLink"" href=""http://schema.org/Action"">Action</a>.<br/><br/><br/><br/>An <a class=""localLink"" href=""http://schema.org/EndorsementRating"">EndorsementRating</a> may be part of a numeric scale or organized system, but this is not required: having an explicit type for indicating a positive,endorsement rating is particularly useful in the absence of numeric scales as it helps consumers understand that the rating is broadly positive.",,http://kgs.mykg.ai/Rating,"http://kgs.mykg.ai/additionalType, http://kgs.mykg.ai/alternateName, http://kgs.mykg.ai/author, http://kgs.mykg.ai/bestRating, http://kgs.mykg.ai/description, http://kgs.mykg.ai/disambiguatingDescription, http://kgs.mykg.ai/identifier, http://kgs.mykg.ai/image, http://kgs.mykg.ai/mainEntityOfPage, http://kgs.mykg.ai/name, http://kgs.mykg.ai/potentialAction, http://kgs.mykg.ai/ratingValue, http://kgs.mykg.ai/reviewAspect, http://kgs.mykg.ai/sameAs, http://kgs.mykg.ai/subjectOf, http://kgs.mykg.ai/url, http://kgs.mykg.ai/worstRating",,,,,http://schema.org/EndorsementRating
class,Energy,能量,,Properties that take Energy as values are of the form '&lt;Number&gt; &lt;Energy unit of measure&gt;'.,以能量作为值的属性，形式为' '。,http://kgs.mykg.ai/Quantity,"http://kgs.mykg.ai/additionalType, http://kgs.mykg.ai/alternateName, http://kgs.mykg.ai/description, http://kgs.mykg.ai/disambiguatingDescription, http://kgs.mykg.ai/identifier, http://kgs.mykg.ai/image, http://kgs.mykg.ai/mainEntityOfPage, http://kgs.mykg.ai/name, http://kgs.mykg.ai/potentialAction, http://kgs.mykg.ai/sameAs, http://kgs.mykg.ai/subjectOf, http://kgs.mykg.ai/url",,,,,http://schema.org/Energy
class,EngineSpecification,引擎规格描述,,Information about the engine of the vehicle. A vehicle can have multiple engines represented by multiple engine specification entities.,有关机动车引擎的信息。一辆机动车可以有多个引擎，包含多个引擎定义实体,http://kgs.mykg.ai/StructuredValue,"http://kgs.mykg.ai/additionalType, http://kgs.mykg.ai/alternateName, http://kgs.mykg.ai/description, http://kgs.mykg.ai/disambiguatingDescription, http://kgs.mykg.ai/fuelType, http://kgs.mykg.ai/identifier, http://kgs.mykg.ai/image, http://kgs.mykg.ai/mainEntityOfPage, http://kgs.mykg.ai/name, http://kgs.mykg.ai/potentialAction, http://kgs.mykg.ai/sameAs, http://kgs.mykg.ai/subjectOf, http://kgs.mykg.ai/url",,,,,http://schema.org/EngineSpecification
class,EntertainmentBusiness,娱乐服务机构,,A business providing entertainment.,提供娱乐服务的机构,http://kgs.mykg.ai/LocalBusiness,"http://kgs.mykg.ai/additionalProperty, http://kgs.mykg.ai/additionalType, http://kgs.mykg.ai/address, http://kgs.mykg.ai/aggregateRating, http://kgs.mykg.ai/alternateName, http://kgs.mykg.ai/alumni, http://kgs.mykg.ai/amenityFeature, http://kgs.mykg.ai/areaServed, http://kgs.mykg.ai/award, http://kgs.mykg.ai/awards, http://kgs.mykg.ai/branchCode, http://kgs.mykg.ai/branchOf, http://kgs.mykg.ai/brand, http://kgs.mykg.ai/contactPoint, http://kgs.mykg.ai/contactPoints, http://kgs.mykg.ai/containedIn, http://kgs.mykg.ai/containedInPlace, http://kgs.mykg.ai/containsPlace, http://kgs.mykg.ai/currenciesAccepted, http://kgs.mykg.ai/department, http://kgs.mykg.ai/description, http://kgs.mykg.ai/disambiguatingDescription, http://kgs.mykg.ai/dissolutionDate, http://kgs.mykg.ai/duns, http://kgs.mykg.ai/email, http://kgs.mykg.ai/employee, http://kgs.mykg.ai/employees, http://kgs.mykg.ai/event, http://kgs.mykg.ai/events, http://kgs.mykg.ai/faxNumber, http://kgs.mykg.ai/founder, http://kgs.mykg.ai/founders, http://kgs.mykg.ai/foundingDate, http://kgs.mykg.ai/foundingLocation, http://kgs.mykg.ai/funder, http://kgs.mykg.ai/geo, http://kgs.mykg.ai/geoContains, http://kgs.mykg.ai/geoCoveredBy, http://kgs.mykg.ai/geoCovers, http://kgs.mykg.ai/geoCrosses, http://kgs.mykg.ai/geoDisjoint, http://kgs.mykg.ai/geoEquals, http://kgs.mykg.ai/geoIntersects, http://kgs.mykg.ai/geoOverlaps, http://kgs.mykg.ai/geoTouches, http://kgs.mykg.ai/geoWithin, http://kgs.mykg.ai/globalLocationNumber, http://kgs.mykg.ai/hasMap, http://kgs.mykg.ai/hasOfferCatalog, http://kgs.mykg.ai/hasPOS, http://kgs.mykg.ai/identifier, http://kgs.mykg.ai/image, http://kgs.mykg.ai/isAccessibleForFree, http://kgs.mykg.ai/isicV4, http://kgs.mykg.ai/legalName, http://kgs.mykg.ai/leiCode, http://kgs.mykg.ai/location, http://kgs.mykg.ai/logo, http://kgs.mykg.ai/mainEntityOfPage, http://kgs.mykg.ai/makesOffer, http://kgs.mykg.ai/map, http://kgs.mykg.ai/maps, http://kgs.mykg.ai/maximumAttendeeCapacity, http://kgs.mykg.ai/member, http://kgs.mykg.ai/memberOf, http://kgs.mykg.ai/members, http://kgs.mykg.ai/naics, http://kgs.mykg.ai/name, http://kgs.mykg.ai/numberOfEmployees, http://kgs.mykg.ai/openingHours, http://kgs.mykg.ai/openingHoursSpecification, http://kgs.mykg.ai/owns, http://kgs.mykg.ai/parentOrganization, http://kgs.mykg.ai/paymentAccepted, http://kgs.mykg.ai/photo, http://kgs.mykg.ai/photos, http://kgs.mykg.ai/potentialAction, http://kgs.mykg.ai/priceRange, http://kgs.mykg.ai/publicAccess, http://kgs.mykg.ai/publishingPrinciples, http://kgs.mykg.ai/review, http://kgs.mykg.ai/reviews, http://kgs.mykg.ai/sameAs, http://kgs.mykg.ai/seeks, http://kgs.mykg.ai/serviceArea, http://kgs.mykg.ai/slogan, http://kgs.mykg.ai/smokingAllowed, http://kgs.mykg.ai/specialOpeningHoursSpecification, http://kgs.mykg.ai/sponsor, http://kgs.mykg.ai/subOrganization, http://kgs.mykg.ai/subjectOf, http://kgs.mykg.ai/taxID, http://kgs.mykg.ai/telephone, http://kgs.mykg.ai/url, http://kgs.mykg.ai/vatID",,,,,http://schema.org/EntertainmentBusiness
class,EntryPoint,入口,,"An entry point, within some Web-based protocol.",一个入口，包含一些基于web的协议,http://kgs.mykg.ai/Intangible,"http://kgs.mykg.ai/actionApplication, http://kgs.mykg.ai/actionPlatform, http://kgs.mykg.ai/additionalType, http://kgs.mykg.ai/alternateName, http://kgs.mykg.ai/application, http://kgs.mykg.ai/contentType, http://kgs.mykg.ai/description, http://kgs.mykg.ai/disambiguatingDescription, http://kgs.mykg.ai/encodingType, http://kgs.mykg.ai/httpMethod, http://kgs.mykg.ai/identifier, http://kgs.mykg.ai/image, http://kgs.mykg.ai/mainEntityOfPage, http://kgs.mykg.ai/name, http://kgs.mykg.ai/potentialAction, http://kgs.mykg.ai/sameAs, http://kgs.mykg.ai/subjectOf, http://kgs.mykg.ai/url, http://kgs.mykg.ai/urlTemplate",,,,,http://schema.org/EntryPoint
class,Enumeration,枚举,,"Lists or enumerations—for example, a list of cuisines or music genres, etc.","泛指枚举列表，如烹饪法或音乐流派,通常可有限可穷举",http://kgs.mykg.ai/Intangible,"http://kgs.mykg.ai/additionalType, http://kgs.mykg.ai/alternateName, http://kgs.mykg.ai/description, http://kgs.mykg.ai/disambiguatingDescription, http://kgs.mykg.ai/identifier, http://kgs.mykg.ai/image, http://kgs.mykg.ai/mainEntityOfPage, http://kgs.mykg.ai/name, http://kgs.mykg.ai/potentialAction, http://kgs.mykg.ai/sameAs, http://kgs.mykg.ai/subjectOf, http://kgs.mykg.ai/url",,,,,http://schema.org/Enumeration
class,Episode,剧集,,"A media episode (e.g. TV, radio, video game) which can be part of a series or season.",媒体剧集（如电视、广播、游戏），可以是一系列或一季的一部分,http://kgs.mykg.ai/CreativeWork,"http://kgs.mykg.ai/about, http://kgs.mykg.ai/accessMode, http://kgs.mykg.ai/accessModeSufficient, http://kgs.mykg.ai/accessibilityAPI, http://kgs.mykg.ai/accessibilityControl, http://kgs.mykg.ai/accessibilityFeature, http://kgs.mykg.ai/accessibilityHazard, http://kgs.mykg.ai/accessibilitySummary, http://kgs.mykg.ai/accountablePerson, http://kgs.mykg.ai/actor, http://kgs.mykg.ai/actors, http://kgs.mykg.ai/additionalType, http://kgs.mykg.ai/aggregateRating, http://kgs.mykg.ai/alternateName, http://kgs.mykg.ai/alternativeHeadline, http://kgs.mykg.ai/associatedMedia, http://kgs.mykg.ai/audience, http://kgs.mykg.ai/audio, http://kgs.mykg.ai/author, http://kgs.mykg.ai/award, http://kgs.mykg.ai/awards, http://kgs.mykg.ai/character, http://kgs.mykg.ai/citation, http://kgs.mykg.ai/comment, http://kgs.mykg.ai/commentCount, http://kgs.mykg.ai/contentLocation, http://kgs.mykg.ai/contentRating, http://kgs.mykg.ai/contributor, http://kgs.mykg.ai/copyrightHolder, http://kgs.mykg.ai/copyrightYear, http://kgs.mykg.ai/creator, http://kgs.mykg.ai/dateCreated, http://kgs.mykg.ai/dateModified, http://kgs.mykg.ai/datePublished, http://kgs.mykg.ai/description, http://kgs.mykg.ai/director, http://kgs.mykg.ai/directors, http://kgs.mykg.ai/disambiguatingDescription, http://kgs.mykg.ai/discussionUrl, http://kgs.mykg.ai/editor, http://kgs.mykg.ai/educationalAlignment, http://kgs.mykg.ai/educationalUse, http://kgs.mykg.ai/encoding, http://kgs.mykg.ai/encodingFormat, http://kgs.mykg.ai/encodings, http://kgs.mykg.ai/episodeNumber, http://kgs.mykg.ai/exampleOfWork, http://kgs.mykg.ai/expires, http://kgs.mykg.ai/fileFormat, http://kgs.mykg.ai/funder, http://kgs.mykg.ai/genre, http://kgs.mykg.ai/hasPart, http://kgs.mykg.ai/headline, http://kgs.mykg.ai/identifier, http://kgs.mykg.ai/image, http://kgs.mykg.ai/inLanguage, http://kgs.mykg.ai/interactionStatistic, http://kgs.mykg.ai/interactivityType, http://kgs.mykg.ai/isAccessibleForFree, http://kgs.mykg.ai/isBasedOn, http://kgs.mykg.ai/isBasedOnUrl, http://kgs.mykg.ai/isFamilyFriendly, http://kgs.mykg.ai/isPartOf, http://kgs.mykg.ai/keywords, http://kgs.mykg.ai/learningResourceType, http://kgs.mykg.ai/license, http://kgs.mykg.ai/locationCreated, http://kgs.mykg.ai/mainEntity, http://kgs.mykg.ai/mainEntityOfPage, http://kgs.mykg.ai/material, http://kgs.mykg.ai/mentions, http://kgs.mykg.ai/musicBy, http://kgs.mykg.ai/name, http://kgs.mykg.ai/offers, http://kgs.mykg.ai/partOfSeason, http://kgs.mykg.ai/partOfSeries, http://kgs.mykg.ai/position, http://kgs.mykg.ai/potentialAction, http://kgs.mykg.ai/producer, http://kgs.mykg.ai/productionCompany, http://kgs.mykg.ai/provider, http://kgs.mykg.ai/publication, http://kgs.mykg.ai/publisher, http://kgs.mykg.ai/publishingPrinciples, http://kgs.mykg.ai/recordedAt, http://kgs.mykg.ai/releasedEvent, http://kgs.mykg.ai/review, http://kgs.mykg.ai/reviews, http://kgs.mykg.ai/sameAs, http://kgs.mykg.ai/schemaVersion, http://kgs.mykg.ai/sourceOrganization, http://kgs.mykg.ai/spatial, http://kgs.mykg.ai/spatialCoverage, http://kgs.mykg.ai/sponsor, http://kgs.mykg.ai/subjectOf, http://kgs.mykg.ai/temporal, http://kgs.mykg.ai/temporalCoverage, http://kgs.mykg.ai/text, http://kgs.mykg.ai/thumbnailUrl, http://kgs.mykg.ai/timeRequired, http://kgs.mykg.ai/trailer, http://kgs.mykg.ai/translator, http://kgs.mykg.ai/typicalAgeRange, http://kgs.mykg.ai/url, http://kgs.mykg.ai/version, http://kgs.mykg.ai/video, http://kgs.mykg.ai/workExample",,,,,http://schema.org/Episode
class,Event,活动,,"An event happening at a certain time and location, such as a concert, lecture, or festival. Ticketing information may be added via the <a class=""localLink"" href=""http://schema.org/offers"">offers</a> property. Repeated events may be structured as separate Event objects.",在特定时间和地点发生的事件，如音乐会、讲座或节日。,http://kgs.mykg.ai/Thing,"http://kgs.mykg.ai/about, http://kgs.mykg.ai/actor, http://kgs.mykg.ai/additionalType, http://kgs.mykg.ai/aggregateRating, http://kgs.mykg.ai/alternateName, http://kgs.mykg.ai/attendee, http://kgs.mykg.ai/attendees, http://kgs.mykg.ai/audience, http://kgs.mykg.ai/composer, http://kgs.mykg.ai/contributor, http://kgs.mykg.ai/description, http://kgs.mykg.ai/director, http://kgs.mykg.ai/disambiguatingDescription, http://kgs.mykg.ai/doorTime, http://kgs.mykg.ai/duration, http://kgs.mykg.ai/endDate, http://kgs.mykg.ai/eventStatus, http://kgs.mykg.ai/funder, http://kgs.mykg.ai/identifier, http://kgs.mykg.ai/image, http://kgs.mykg.ai/inLanguage, http://kgs.mykg.ai/isAccessibleForFree, http://kgs.mykg.ai/location, http://kgs.mykg.ai/mainEntityOfPage, http://kgs.mykg.ai/maximumAttendeeCapacity, http://kgs.mykg.ai/name, http://kgs.mykg.ai/offers, http://kgs.mykg.ai/organizer, http://kgs.mykg.ai/performer, http://kgs.mykg.ai/performers, http://kgs.mykg.ai/potentialAction, http://kgs.mykg.ai/previousStartDate, http://kgs.mykg.ai/recordedIn, http://kgs.mykg.ai/remainingAttendeeCapacity, http://kgs.mykg.ai/review, http://kgs.mykg.ai/sameAs, http://kgs.mykg.ai/sponsor, http://kgs.mykg.ai/startDate, http://kgs.mykg.ai/subEvent, http://kgs.mykg.ai/subEvents, http://kgs.mykg.ai/subjectOf, http://kgs.mykg.ai/superEvent, http://kgs.mykg.ai/translator, http://kgs.mykg.ai/typicalAgeRange, http://kgs.mykg.ai/url, http://kgs.mykg.ai/workFeatured, http://kgs.mykg.ai/workPerformed",,,,,http://schema.org/Event
class,EventCancelled,,,"The event has been cancelled. If the event has multiple startDate values, all are assumed to be cancelled. Either startDate or previousStartDate may be used to specify the event's cancelled date(s).",,http://kgs.mykg.ai/EventStatusType,,,,,,http://schema.org/EventCancelled
class,EventPostponed,,,The event has been postponed and no new date has been set. The event's previousStartDate should be set.,,http://kgs.mykg.ai/EventStatusType,,,,,,http://schema.org/EventPostponed
class,EventRescheduled,,,"The event has been rescheduled. The event's previousStartDate should be set to the old date and the startDate should be set to the event's new date. (If the event has been rescheduled multiple times, the previousStartDate property may be repeated).",,http://kgs.mykg.ai/EventStatusType,,,,,,http://schema.org/EventRescheduled
